f1,f2,run
-1.4244789921757546,-0.6504174221065044,8
-0.19965148574835345,-2.412356386450631,8
-2.7782458419053375,-0.11101752194468084,8
-3.2943366219218264,-0.03421362360084599,8
-0.1084952471393262,-2.7909505783598503,8
-0.8720494208636745,-1.136705964925681,8
-0.07550470510396529,-2.976379925261638,8
-2.3823825441725024,-0.20839512057338733,8
-0.05274715851784427,-3.1340771762687734,8
-2.9356417430108146,-0.08215592277502501,8
-0.3352586428713373,-2.019197701112378,8
-1.7775506538029768,-0.4445580173138142,8
-0.8490089183821138,-1.1633417204227239,8
-1.2908264419842128,-0.7462447151640861,8
-3.7752898350419337,-0.003247802173677317,8
-0.403900219688618,-1.8617744330647759,8
-3.9270237649246904,-0.0003359169774125895,8
-0.08483635676571227,-2.9197691019467484,8
-1.6392797307660716,-0.5179053359129531,8
-2.414662305288977,-0.19898881928413117,8
-1.5638299423921613,-0.5617024871712748,8
-0.05244187936121512,-3.136434199382798,8
-1.4128017108470343,-0.6583482855254077,8
-0.9438500909077983,-1.057772189665368,8
-0.022056622645195135,-3.4279977347198294,8
-1.2469316915857014,-0.7802878659184677,9
-0.1511408894197564,-2.5960671835408027,9
-0.055167147187785946,-3.1156596405628654,9
-0.17612425801254838,-2.497437828627723,9
-0.06375411807973329,-3.053771004718063,9
-1.2828966802729596,-0.7522955187969956,9
-0.7014327433984695,-1.351369476178653,9
-1.3585358439682418,-0.6962860111630683,9
-0.6804975707766533,-1.3808065045665978,9
-0.3441901289441278,-1.99748135640629,9
-0.3145728008639186,-2.071101202242109,9
-0.6499050608273141,-1.4252374852100962,9
-0.15059571998836818,-2.5983291450039387,9
-1.2858364192165859,-0.7500473249723029,9
-0.9545123054425289,-1.0465464807351963,9
-0.07542494090872635,-2.9768808796441717,9
-0.5987080285776664,-1.5036590051787377,9
-1.4528030631019053,-0.631511845012037,9
-2.7522445133676734,-0.1162884998092069,9
-1.94020797476059,-0.36855403753786975,9
-0.7141638683337059,-1.3338352018665982,9
-0.04733995746799374,-3.1770300589330525,9
-2.483268343077962,-0.17991261067261155,9
-0.9280367431692227,-1.0746501948577816,9
-2.3896916080809687,-0.2062406517544371,9
-1.2582912034556744,-0.7713480062120555,9
-2.5789582177541734,-0.15530415763646077,9
-0.0,-4.0,9
-1.2535825744393512,-0.7750425008183035,9
-0.18935982987197497,-2.4487400328020925,9
-0.0001322542704072552,-3.95413151159688,9
-3.4225004378220185,-0.022499964500932567,9
-0.19476815685812016,-2.4294663385477433,9
-1.485625324685839,-0.610176094617555,9
-2.2246865746104465,-0.25853327505744694,9
-0.15481980580281418,-2.580933884636662,9
-2.560598925506399,-0.1598503124063357,9
-0.008956840038473397,-3.6303945061810565,9
-3.4023775640571383,-0.024163618601624942,9
-0.010812421452911756,-3.5948812453593324,9
-0.2316053537845761,-2.3065895978612074,9
-0.10673861557310069,-2.7999035650905957,9
-1.8995367770498124,-0.3865894316820917,9
-2.265199499931369,-0.24496761080102555,9
-1.1824211615916702,-0.8328535295773428,9
-0.5795372331464897,-1.5344435186043845,9
-0.9591953208921813,-1.0416546211323305,9
-2.521785425335774,-0.16973325258306715,9
-0.6890558513522231,-1.3686803271628927,9
-1.4726597664285768,-0.6185320113259952,9
-1.3579006776664104,-0.6967408603395504,10
-0.21623695946552138,-2.35618552161539,10
-0.2168323145369803,-2.35422204059568,10
-0.25741632270052917,-2.2279678352516687,10
-0.0003908802068130678,-3.921308117805585,10
-0.4522282570097923,-1.762311508826556,10
-0.012002552337942514,-3.57377790970921,10
-0.0,-4.0,10
-0.04613348158380772,-3.186985237483336,10
-2.8959532323378423,-0.08895303273409341,10
-1.1254426218705322,-0.8819674010251795,10
-0.03619814551061141,-3.2751657361023243,10
-1.8629108733876845,-0.4033711515610403,10
-0.00920076078176754,-3.6255183758482388,10
-0.087734113288911,-2.902936319307771,10
-1.085638960322435,-0.9178789666137089,10
-0.03427629891221048,-3.2937219237341497,10
-1.9277050987533704,-0.37403229779957936,10
-0.06209946867903844,-3.0653088693731387,10
-1.5973534991321792,-0.5418954599318866,10
-0.0010911748089867512,-3.8689594339448474,10
-1.0006465682768735,-0.9993536406808475,10
-3.624727065686815,-0.009240669468314753,10
-0.08911408509498846,-2.8950347906091425,10
-1.2983091939006974,-0.7405743285963148,10
-0.6494554631497901,-1.4259034765367866,10
-0.08921635347453082,-2.8944520856825564,10
-3.3241230981083203,-0.031251950903460696,10
-0.7527823408821703,-1.282261133035325,10
-2.2415466732916753,-0.2528283819820228,10
-0.3443056931694041,-1.9972029918138656,10
-1.9691670592916757,-0.3560865370947233,10
-0.18751162316663159,-2.4554071313226475,10
-0.6353466758210938,-1.4470012094173195,10
-0.79058301949068,-1.2339935981699002,10
-0.11782059242191527,-2.7448204180771905,10
-3.4997221587935523,-0.01670441588415593,10
-0.06706983363872819,-3.0311560639553385,10
-2.519373132600263,-0.1703598138550417,10
-0.6724253990088843,-1.3923634507917246,10
-0.014771427660830979,-3.5286203785276467,10
-1.605560456112449,-0.537131972075293,10
-2.913912098475937,-0.0858381697889466,10
-1.5458189050043016,-0.572580274084926,10
-3.1687301127039302,-0.04835920921421922,10
-0.12196778300031608,-2.7250123334583285,10
-0.8467952932430725,-1.165936060415884,10
-0.12485454418951303,-2.711464043644031,10
-0.03395443841647038,-3.296885232260409,10
-0.07770107916004526,-2.9627045470754276,10
-1.0006432213488454,-0.9993569854515025,11
-0.3294738639554874,-2.0334813066313573,11
-0.11450114219641853,-2.7609804459591216,11
-0.4384966067390563,-1.7897335543266852,11
-1.2227505695295315,-0.799628469420548,11
-0.11719771111074827,-2.7478316615199265,11
-3.6887486793073947,-0.006302527923168095,11
-1.3907153276420154,-0.6735715687268553,11
-0.8736606444270635,-1.1348680170093546,11
-0.25724200552374105,-2.22848078537489,11
-0.13222289389224537,-2.6777242509654373,11
-2.1407502707361945,-0.2882290762611918,11
-0.2088119240215695,-2.380974189334731,11
-3.8152022326522146,-0.002185163527417562,11
-0.5071904725367474,-1.658498218082441,11
-0.4296169254322157,-1.8078101425217261,11
-0.935091689983492,-1.0670861264228768,11
-0.032426961154131795,-3.312127455069261,11
-1.8340137582768705,-0.41698319417351404,11
-0.41068965472725527,-1.8472867453827089,11
-0.3285492916465482,-2.0357805143066328,11
-0.5128836079324383,-1.648247902136846,11
-0.0,-4.0,11
-0.0521545275894522,-3.1386598962799765,11
-1.548928745219253,-0.5706901085619012,11
-0.8305578625720725,-1.1851599691792045,11
-0.00032613751663801226,-3.9280890260973114,11
-2.9315822770248814,-0.08283666688589027,11
-0.4178141847767574,-1.832272277085428,11
-0.242600166178064,-2.2724218344402938,11
-0.6815640583863084,-1.3792883378897696,11
-0.0003343827045221002,-3.927189845845276,11
-0.26323975541217687,-2.2109639243907155,11
-2.758424498957382,-0.11502235974300865,11
-2.575092297625008,-0.15625464879791465,11
-0.09249842586366289,-2.875956271304847,11
-0.0,-4.0,11
-0.07456620908703684,-2.982293649057907,11
-0.07456620908703684,-2.982293649057907,11
-3.5894832253717466,-0.011110602839390187,11
-0.0763448688593527,-2.971121858897271,11
-0.6582280837262668,-1.412977809922986,11
-0.1103717080378875,-2.7814821984825597,11
-0.35213812582312,-1.9784890335666594,11
-0.13844551971836644,-2.6501148052957073,11
-1.3126833798839532,-0.7297875619383551,11
-1.6540532204840432,-0.5096532041804226,11
-0.04448178458111263,-3.2008535766021464,11
-0.06511100359808737,-3.0444366884664693,11
-0.010726362478157806,-3.59645374734348,11
-0.048934768863618125,-3.1640865887683605,12
-0.041415829288882655,-3.2273806527626325,12
-2.8067300960064427,-0.10541070829605817,12
-0.5848780207937365,-1.5257852904732279,12
-0.10430732271601216,-2.8124415543576293,12
-1.1679855973281787,-0.8450503031963246,12
-0.7145678454979688,-1.3332832481936394,12
-0.5209522871362835,-1.6338713055598164,12
-0.36717568504323256,-1.9433747524805514,12
-0.35488433776543643,-1.9719975581959617,12
-0.6295774239382181,-1.4557408208643468,12
-0.2752512308839985,-2.1766755962822866,12
-0.06811553450092679,-3.0241574165599685,12
-2.1061886255669595,-0.3011030956999488,12
-0.7385932144498635,-1.300935373535818,12
-0.08012509395452477,-2.9478700417368735,12
-0.28259687816251716,-2.15620320562672,12
-0.10777199328925435,-2.794626193072055,12
-0.2833218622537076,-2.1542023738126943,12
-0.057080518622661634,-3.1014193349583956,12
-0.2650702989160529,-2.2056711674563823,12
-0.35488433776543643,-1.9719975581959617,12
-1.0911839699596702,-0.9127939068666225,12
-0.019456160694166707,-3.4615147918150817,12
-0.09010637182131143,-2.889397435758544,12
-0.0,-4.0,12
-2.723893752150826,-0.12220457176576219,12
-0.0,-4.0,12
-1.5834619002702461,-0.5500345982896228,12
-0.8105250252172786,-1.2093584915123379,12
-1.5148332275145804,-0.59169077170109,12
-1.1489048008660852,-0.8614257264148334,12
-3.5235370500923384,-0.015102273024789375,12
-3.434553900924894,-0.021534110394296466,12
-2.01463734451968,-0.33712050065960397,12
-3.6962075429118575,-0.00599813831241447,12
-1.832542587741192,-0.4176851192699237,12
-3.326553375507967,-0.031016794273693468,12
-0.1129356463449738,-2.7686996769111913,12
-1.8414171488934161,-0.4134640925106826,12
-0.0010932122277837793,-3.8688381720798164,12
-0.20143269752194862,-2.4061825310127856,12
-2.332035463417169,-0.22363408378643093,12
-1.4195373510617457,-0.6537637919227961,12
-1.101004923535994,-0.903853654332571,12
-0.006447608956193347,-3.685259590345453,12
-2.699845714246413,-0.12736281750620104,12
-0.41722929086404864,-1.8334977541472832,12
-0.030626461155288436,-3.330609762436883,12
-1.835521256345716,-0.41626484042189893,12
-0.3867431890904554,-1.8991959984934033,13
-0.11533531914292504,-2.7568931575891837,13
-0.021256730794896574,-3.438069202877551,13
-0.218114651090492,-2.3500047995432465,13
-2.2111300127178075,-0.2631824504502213,13
-0.13641035782413788,-2.659059443116936,13
-0.5032654105013035,-1.665617340704618,13
-0.8095841198893027,-1.2105084165692346,13
-0.05966580358779096,-3.0826024190498913,13
-0.669262986628549,-1.396923183665418,13
-0.05860598819271958,-3.090259040511511,13
-0.8488080949499269,-1.1635768241612359,13
-0.1796312203320303,-2.4843142808447602,13
-0.2694182062499315,-2.1931977699766287,13
-0.6672347408785986,-1.3998572215127116,13
-0.8227599848539903,-1.1945152635508856,13
-1.077672824999726,-0.9252319524531202,13
-0.09459988778947015,-2.864316097507113,13
-1.7705684771891712,-0.4480600802933298,13
-0.0,-4.0,13
-0.03737762454904761,-3.264045876342134,13
-0.013815773797179822,-3.5436536945576083,13
-0.0015544146782813255,-3.843850150777456,13
-3.100790768792768,-0.057165828416946986,13
-0.00033534647393805626,-3.927085475600271,13
-3.6236151444699383,-0.00929690108668627,13
-0.1997708162078527,-2.4119416690783955,13
-1.7796467809435095,-0.44351067931565163,13
-0.10298367146690911,-2.81934090828451,13
-0.749905664528905,-1.2860219146806975,13
-0.8186975005572347,-1.1994213285974664,13
-0.020203305817059068,-3.4516499722827767,13
-0.43662178948669883,-1.7935272713532324,13
-2.8762470070151096,-0.09244629412253866,13
-0.9251827143170498,-1.0777259661426408,13
-1.834677373948199,-0.4166668550241923,13
-1.6215336575632835,-0.52795549275492,13
-0.2790481943111696,-2.166047695262787,13
-1.0508279118173187,-0.9504320054349729,13
-1.224071400023617,-0.7985609887402052,13
-1.0794336729241243,-0.9236017746411838,13
-0.07966444341186736,-2.950668830227353,13
-0.07468266687475468,-2.98155748191373,13
-4.335357690976383,-0.006748980295941387,13
-0.19409694521123677,-2.431839551020539,13
-1.478448904950965,-0.6147895337351477,13
-2.4414615211693156,-0.19139077447299924,13
